episode,step,target,value,total_loss,loss_X1,loss_X2,loss_X3,loss_X4,loss_X5,ace_total_loss,ace_loss_X1,ace_loss_X4,ace_loss_X2,ace_loss_X3,ace_loss_X5,env_queries_executed,env_queries_candidate_probe,env_queries_observational,env_queries_total
0,0,X1,-0.21336803534706128,14.42575939744711,0.8746320009231567,6.02669095993042,2.640479803085327,4.777158260345459,0.10679837316274643,34.55817921161652,0.8746320009231567,4.777158260345459,26.0676212310791,5.901425361633301,1.4587745666503906,213750,0,273600,487350
0,1,X4,1.3810092237409686,9.480299897491932,0.8782191276550293,3.0432722568511963,1.101011037826538,4.410908222198486,0.046889252960681915,17.619694852828978,0.8782191276550293,4.410908222198486,11.187352180480957,4.258824348449707,1.1156928539276123,213750,0,273600,487350
0,2,X2,-0.09152426319324469,6.637794908136129,0.8745250105857849,1.1127997636795044,0.5393630862236023,4.0737624168396,0.03734463080763817,7.47772046327591,0.8745250105857849,4.0737624168396,4.188449382781982,1.7531578540802002,0.5464557409286499,213750,0,273600,487350
0,3,X5,-1.0912981977302447,4.567224874161184,0.8739898800849915,0.01532913837581873,0.16156655550003052,3.4938132762908936,0.022526023909449577,2.244240181148052,0.8739898800849915,3.4938132762908936,0.023439012467861176,1.0604908466339111,0.2867496907711029,213750,0,273600,487350
0,4,X3,-1.895142009324223,4.246180769987404,0.8742069602012634,0.012065771035850048,0.09443038702011108,3.2467830181121826,0.01869463361799717,2.5623041737824677,0.8742069602012634,3.2467830181121826,0.013086186721920967,1.2029938697814941,0.5220261216163635,213750,0,273600,487350
0,5,X1,-1.9169314517147384,3.981917519122362,0.8743894100189209,0.011092785745859146,0.06246699020266533,3.0173709392547607,0.01659739390015602,2.452310320176184,0.8743894100189209,3.0173709392547607,0.010722109116613865,1.1116572618484497,0.5515788793563843,213750,0,273600,487350
0,6,X4,0.21839575500991337,3.5455587347969413,0.8741534352302551,0.010864272713661194,0.034632518887519836,2.611706018447876,0.014202489517629147,2.274259285628796,0.8741534352302551,2.611706018447876,0.009383149445056915,1.4029061794281006,0.1647980660200119,213750,0,273600,487350
0,7,X2,1.064322019673173,3.361694590188563,0.8743539452552795,0.010815390385687351,0.028845814988017082,2.434177875518799,0.013501564040780067,2.620290195941925,0.8743539452552795,2.434177875518799,0.010645844042301178,1.8775402307510376,0.0703977569937706,213750,0,273600,487350
0,8,X5,2.224044449955633,3.195224976167083,0.8742780089378357,0.010790816508233547,0.02557607740163803,2.271576404571533,0.013003668747842312,2.231115717627108,0.8742780089378357,2.271576404571533,0.010262840427458286,1.5046069622039795,0.08707503229379654,213750,0,273600,487350
0,9,X3,-1.4192390218601436,2.9101143945008516,0.874435544013977,0.010742719285190105,0.023098785430192947,1.9897046089172363,0.0121327368542552,2.352622519619763,0.874435544013977,1.9897046089172363,0.010931377299129963,1.5845834016799927,0.18427971005439758,213750,0,273600,487350
0,10,X1,-1.9299265768090001,2.7884398782625794,0.8744342923164368,0.010714351199567318,0.022385885939002037,1.8692147731781006,0.011690575629472733,2.4018365437164904,0.8744342923164368,1.8692147731781006,0.00971361342817545,1.6375024318695068,0.2058906853199005,213750,0,273600,487350
