episode,step,target,value,total_loss,loss_X1,loss_X2,loss_X3,loss_X4,loss_X5,loss_X6,loss_X7,loss_X8,loss_X9,loss_X10,loss_X11,loss_X12,loss_X13,loss_X14,loss_X15,loss_X16,loss_X17,loss_X18,loss_X19,loss_X20,loss_X21,loss_X22,loss_X23,loss_X24,loss_X25,loss_X26,loss_X27,loss_X28,loss_X29,loss_X30,env_queries_executed,env_queries_candidate_probe,env_queries_observational,env_queries_total
0,0,X28,-4.618463338976776,7.3540623635053635,1.002782940864563,1.014764428138733,1.0251392126083374,0.9637949466705322,1.0316379070281982,0.03323950991034508,0.09110112488269806,0.259583443403244,0.26919975876808167,0.10123272985219955,0.029403723776340485,0.21351860463619232,0.03254823386669159,0.16375353932380676,0.1341385841369629,0.055813826620578766,0.03709300979971886,0.030603161081671715,0.028747551143169403,0.03824679180979729,0.15870942175388336,0.11386658251285553,0.16818243265151978,0.09497199207544327,0.04052722081542015,0.0626135990023613,0.036235466599464417,0.07015640288591385,0.025033151730895042,0.027423065155744553,187500,5625000,240000,6052500
0,1,X3,1.6713816778492232,6.052861584350467,1.0027862787246704,1.0150560140609741,1.0260175466537476,0.9831308722496033,1.0181633234024048,0.025709092617034912,0.070033498108387,0.10854984819889069,0.04774799570441246,0.033027686178684235,0.025189640000462532,0.06068029627203941,0.03147510811686516,0.04217979684472084,0.031667210161685944,0.03613314777612686,0.028099175542593002,0.0441904217004776,0.031423624604940414,0.026318062096834183,0.05553154647350311,0.03927718475461006,0.04987591505050659,0.05611112713813782,0.02596377022564411,0.033390387892723083,0.022530846297740936,0.022931918501853943,0.029579509049654007,0.03009073995053768,187500,5625000,240000,6052500
0,2,X29,2.692790899139238,5.957341251894832,1.0113834142684937,1.015030026435852,1.0254709720611572,0.9794450402259827,1.0201313495635986,0.025829704478383064,0.06013178080320358,0.08814527839422226,0.05961573123931885,0.03217204287648201,0.024491969496011734,0.049423158168792725,0.02730843424797058,0.042131152004003525,0.024910617619752884,0.02713296189904213,0.029641222208738327,0.036483317613601685,0.02679675817489624,0.028005734086036682,0.040226731449365616,0.03672202676534653,0.04725923016667366,0.030269233509898186,0.028972703963518143,0.03560003638267517,0.022558454424142838,0.020575406029820442,0.029829032719135284,0.031647730618715286,187500,5625000,240000,6052500
0,3,X24,3.201901844338309,5.946367593482137,1.0028204917907715,1.0171586275100708,1.022274136543274,0.9628975987434387,1.0193017721176147,0.02683817595243454,0.03566082566976547,0.06727022677659988,0.1102323830127716,0.05296914651989937,0.026496121659874916,0.03305968642234802,0.026549996808171272,0.03439965844154358,0.022852037101984024,0.03290100023150444,0.025677522644400597,0.039168816059827805,0.024701261892914772,0.024782558903098106,0.031669966876506805,0.0567009299993515,0.05449201166629791,0.027639370411634445,0.029696734622120857,0.032220885157585144,0.03420858085155487,0.02080102078616619,0.02571011334657669,0.025215934962034225,187500,5625000,240000,6052500
0,4,X8,-0.9428114792706452,5.911237323656678,1.002788782119751,1.0205564498901367,1.021623134613037,0.9615998864173889,1.0186512470245361,0.025927318260073662,0.03196001797914505,0.06718532741069794,0.09369028359651566,0.049530886113643646,0.027112415060400963,0.031209170818328857,0.026595475152134895,0.0392594113945961,0.022708803415298462,0.030736736953258514,0.025300173088908195,0.03657739982008934,0.025051765143871307,0.023513738065958023,0.03464093059301376,0.050407279282808304,0.05014381930232048,0.027831170707941055,0.028771867975592613,0.03128925338387489,0.03429337218403816,0.020760033279657364,0.026399707421660423,0.02512146718800068,187500,5625000,240000,6052500
0,5,X25,-0.3870394047998005,5.905592460185289,1.0027951002120972,1.0229120254516602,1.0216336250305176,0.9604775905609131,1.0185167789459229,0.026637505739927292,0.034621551632881165,0.06142188981175423,0.10091528296470642,0.0477135069668293,0.026734596118330956,0.029226619750261307,0.02629069611430168,0.041039373725652695,0.022700240835547447,0.032050374895334244,0.025209922343492508,0.03135984390974045,0.023873554542660713,0.021561365574598312,0.03320673480629921,0.049145542085170746,0.05183214321732521,0.02756187878549099,0.028675813227891922,0.03215191513299942,0.033656053245067596,0.02080204151570797,0.02593127451837063,0.024937618523836136,187500,5625000,240000,6052500
0,6,X21,4.696860772658779,5.959515327587724,1.0029048919677734,1.0249074697494507,1.0215905904769897,0.9584640264511108,1.0212587118148804,0.02862018346786499,0.03147539123892784,0.0883164182305336,0.10994284600019455,0.04569530114531517,0.027577290311455727,0.03263385221362114,0.026054147630929947,0.05460415780544281,0.02886190637946129,0.02953915111720562,0.02521994151175022,0.03248163312673569,0.02566537633538246,0.02185678854584694,0.03262205421924591,0.047092050313949585,0.054206300526857376,0.02741418406367302,0.0283832848072052,0.02856580913066864,0.03389034420251846,0.020888080820441246,0.026485305279493332,0.02229783870279789,187500,5625000,240000,6052500
0,7,X3,3.2475692688605875,5.930399661883712,1.002791404724121,1.0244780778884888,1.0215896368026733,0.9591126441955566,1.0203372240066528,0.028751274570822716,0.0321400985121727,0.08869022130966187,0.09865561127662659,0.04511077702045441,0.027302701026201248,0.029088562354445457,0.02588905766606331,0.05274893343448639,0.030724311247467995,0.03007696196436882,0.02542790025472641,0.03145913779735565,0.025694672018289566,0.02133101224899292,0.032567620277404785,0.04627291113138199,0.04581974819302559,0.027356598526239395,0.028641097247600555,0.026178507134318352,0.03314941003918648,0.020617835223674774,0.02620692364871502,0.022188790142536163,187500,5625000,240000,6052500
0,8,X24,-3.639842088912385,5.9222932774573565,1.0028257369995117,1.0269910097122192,1.0215874910354614,0.9584470391273499,1.0197045803070068,0.029883282259106636,0.031369760632514954,0.0894719809293747,0.09550688415765762,0.0428946316242218,0.027326231822371483,0.027599968016147614,0.02563457563519478,0.051944609731435776,0.03173024207353592,0.030770663172006607,0.025592761114239693,0.030965877696871758,0.024451009929180145,0.02146095596253872,0.032398805022239685,0.04717602953314781,0.04416634142398834,0.027346216142177582,0.028856368735432625,0.02599969506263733,0.03109855018556118,0.02054101787507534,0.026249820366501808,0.022301141172647476,187500,5625000,240000,6052500
0,9,X25,-4.7174196572171585,5.886055393144488,1.0034971237182617,1.025017261505127,1.022237777709961,0.9571349024772644,1.0209600925445557,0.025096897035837173,0.035552386194467545,0.07093697041273117,0.08582738041877747,0.03341858461499214,0.03013051487505436,0.029695287346839905,0.025277696549892426,0.049232643097639084,0.029789255931973457,0.029415717348456383,0.02872721292078495,0.036683980375528336,0.026183968409895897,0.02072693221271038,0.036054618656635284,0.043322473764419556,0.03747252747416496,0.027696818113327026,0.03104523941874504,0.024291150271892548,0.029819481074810028,0.02042880281805992,0.026775473728775978,0.02360622212290764,187500,5625000,240000,6052500
