episode,dpo_loss
0,0.6931471824645996
1,0.7200058102607727
2,0.6826744079589844
3,0.48099780082702637
4,0.31333649158477783
5,1.5764557123184204
6,0.7365559339523315
7,0.6317467093467712
8,0.9016777276992798
9,0.4903446137905121
10,1.0373923778533936
11,0.7000364065170288
12,0.6421661376953125
13,0.5068351626396179
14,0.46585333347320557
15,1.0530710220336914
16,0.7069972157478333
17,0.5288446545600891
18,0.5598353147506714
19,0.5283914804458618
20,1.186891794204712
21,0.51926189661026
22,0.5279761552810669
23,0.5216920375823975
24,0.8256517648696899
25,0.6579494476318359
26,0.4829810559749603
27,0.7061877846717834
28,1.0040339231491089
29,0.38927537202835083
30,0.5325508713722229
31,0.43834981322288513
32,0.6948540210723877
33,0.47718164324760437
34,0.30093181133270264
35,0.5336201786994934
36,1.2547454833984375
37,0.36513087153434753
38,0.4333200454711914
39,0.2820696234703064
40,0.7860249280929565
41,0.41943371295928955
42,0.7121599316596985
43,0.3364662528038025
44,1.4621295928955078
45,0.35644081234931946
46,0.45269685983657837
47,0.535749614238739
48,1.4487735033035278
49,1.7904428243637085
50,0.5762615203857422
51,0.5101364254951477
52,0.9482250213623047
53,0.486553817987442
54,0.4196073114871979
55,0.33183544874191284
56,0.4040544331073761
57,0.9244229793548584
58,0.8312504291534424
59,0.46334028244018555
60,0.28447046875953674
61,1.012509822845459
62,0.33981436491012573
63,1.2749414443969727
64,0.4748063087463379
65,0.3383021354675293
66,0.176564022898674
67,0.14903371036052704
68,3.289459705352783
69,0.2514089047908783
70,0.8867408037185669
71,0.591006875038147
72,0.5947670936584473
73,0.563685953617096
74,0.5735334157943726
75,1.2965068817138672
76,0.550694465637207
77,0.6981000900268555
78,0.46869057416915894
79,0.6171314716339111
80,0.39105942845344543
81,0.25601810216903687
82,0.4069778323173523
83,0.36403751373291016
84,0.6802375912666321
85,1.0921927690505981
86,0.15145821869373322
87,0.3482741713523865
88,0.2593092620372772
89,0.23068076372146606
90,0.6490592956542969
91,1.5913033485412598
92,0.08714161813259125
93,0.5378948450088501
94,0.04169703647494316
95,0.0995492935180664
96,0.6534243226051331
97,0.6377423405647278
98,0.05238470807671547
99,0.005102561321109533
100,0.07056435197591782
101,0.391044020652771
102,0.010891314595937729
103,0.4088641405105591
104,0.5538339018821716
105,0.03781677037477493
106,0.22074376046657562
107,0.0636395588517189
108,0.004726245533674955
109,0.36662977933883667
110,0.004339578095823526
111,0.01025946531444788
112,0.4110092222690582
113,0.003620656905695796
114,1.6896566152572632
115,1.5762076377868652
116,0.4223215579986572
117,0.002955011324957013
118,0.0008661716128699481
119,0.0073930309154093266
120,0.15074852108955383
121,0.020951740443706512
122,0.9267911911010742
123,1.2892796993255615
124,0.0016432980773970485
125,0.4472801089286804
126,0.614985466003418
127,0.9980016350746155
128,0.7561957836151123
129,1.3253276348114014
130,0.0263665784150362
131,0.5965263247489929
132,0.002103699604049325
133,0.0013066316023468971
134,5.65518856048584
135,0.0013696940150111914
136,0.002220461843535304
137,0.0008582361042499542
138,0.2308967411518097
139,0.006446667015552521
140,0.21074052155017853
141,0.02861401066184044
142,8.437022916041315e-05
143,0.0046382443979382515
144,0.15617595613002777
145,7.705188181716949e-05
146,9.848253102973104e-05
147,0.004839888773858547
148,0.00013181417307350785
149,0.0020763706415891647
150,0.0022649792954325676
151,0.00019026320660486817
152,0.7349265217781067
153,0.00019108540436718613
154,9.676356421550736e-05
155,0.015351013280451298
156,1.669474482536316
157,0.10420654714107513
158,0.002573688281700015
159,1.2320702075958252
160,0.40194496512413025
161,0.2842916250228882
162,0.00023168387997429818
163,8.174225513357669e-05
164,0.0013253054348751903
165,0.0004669798072427511
166,5.665610313415527
167,0.5937899351119995
168,0.001065273187123239
169,0.0005684102070517838
170,6.151993274688721
171,0.009955497458577156
172,0.02052435465157032
173,0.016152141615748405
174,0.00041347817750647664
175,0.5082776546478271
176,0.003831775626167655
177,1.8140054941177368
178,0.038513194769620895
179,1.402618169784546
180,0.014641749672591686
181,0.0020119266118854284
182,0.013738587498664856
183,0.008901034481823444
184,4.270318508148193
185,0.00018460296269040555
186,4.8669982788851485e-05
187,2.4235777854919434
188,0.07385104894638062
189,4.021577842650004e-05
190,0.4924306869506836
191,0.28298935294151306
192,1.4188165664672852
193,9.461394802201539e-05
194,0.026022467762231827
195,0.0004572090692818165
196,1.1034302711486816
197,0.49422675371170044
198,0.6648992300033569
199,0.0001404937356710434
200,0.04766666889190674
201,1.7596702575683594
202,0.6793951988220215
203,0.9226211905479431
204,0.14128616452217102
205,3.6602084636688232
